id, pgcID, dPA, zoom , filter
637, 65022, 0.00000, 3.18664 , gri
638, 66579, 0.00000, 3.93412 , gri
639, 67282, 0.00000, 2.09075 , gri
640, 67550, -1.00000, 2.58117 , gri
641, 67899, 0.00000, 1.69351 , gri
642, 68420, 0.00000, 2.09075 , gri
643, 69739, -1.00000, 2.32305 , gri
644, 70708, 0.00000, 2.09075 , gri
645, 70818, 0.00000, 2.86797 , gri
646, 90524, 0.00000, 1.52417 , g
647, 90564, 1.00000, 2.32306 , gri
648, 90575, 1.00000, 1.88168 , gri
649, 90975, 0.00000, 2.32306 , gri
650, 91012, -1.00000, 2.58118 , gri
651, 91251, 0.00000, 1.69351 , gri
652, 91299, 0.00000, 2.32306 , gri
653, 92945, 0.00000, 2.86797 , gri
654, 142838, -2.00000, 2.58117 , gri
655, 142844, 0.00000, 2.32306 , gri
656, 1399938, 0.00000, 2.58118 , gri
657, 1682311, 0.00000, 2.09075 , gri
